# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "SAF" "-s" "2" "-O" "-a" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/hg38_transcript_start_stop.SAF" "-o" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/results/feature_counts_hg38_WITH-0_saf.txt" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam
LINC00954	chr2	19868873	19885047	+	16175	122
LINC00951	chr6	40344343	40346151	-	1809	0
LINC00945	chr21	33057828	33064983	+	7156	0
LINC00944	chr12	126729786	126772411	-	42626	10
LINC00943	chr12	126723415	126746905	+	23491	0
LINC00942	chr12	1500524	1504424	+	3901	11
LINC00941	chr12	30755166	30802602	+	47437	107
LINC00940	chr12	1929201	1936574	-	7374	14
LINC00939	chr12	125958689	125983431	-	24743	0
LINC00937	chr12	8295985	8396803	-	100819	1183
LINC00934	chr12	119283824	119303380	-	19557	1
LINC00930	chr15	92567818	92574517	-	6700	1
LINC00929	chr15	26115746	26134001	+	18256	1
LINC00928	chr15	89504926	89524037	-	19112	0
LINC00927	chr15	80263067	80341768	-	78702	2
LINC00926	chr15	57300364	57307761	+	7398	151
LINC00924	chr15	95326545	95454995	+	128451	2
LINC00923	chr15	97665623	97874550	-	208928	10
LINC00922	chr16	65284498	65576300	-	291803	3
LINC00921	chr16	3263742	3267567	+	3826	59
LINC00920	chr16	66408523	66412135	+	3613	12
LINC00919	chr16	52083064	52085109	-	2046	0
LINC00917	chr16	86331843	86349688	-	17846	2
LINC00911	chr14	85393890	85420550	+	26661	0
LINC00910	chr17	43338740	43388312	-	49573	199
LINC00909	chr18	74590316	74597835	-	7520	499
LINC00907	chr18	42186702	42691422	+	504721	440
LINC00906	chr19	28883627	28970869	+	87243	0
LINC00905	chr19	16033557	16042142	+	8586	0
LINC00904	chr19	34891604	34905118	-	13515	7
LINC00903	chr3	116552472	116568264	+	15793	0
LINC00901	chr3	116921430	116932238	+	10809	1
LINC00900	chr11	115753888	115760306	-	6419	1
LINC00899	chr22	46041008	46044853	-	3846	0
LINC00898	chr22	47621042	47631569	-	10528	0
LINC00896	chr22	20206396	20208524	+	2129	21
LINC00895	chr22	19565202	19566839	-	1638	1
LINC00894	chrX	149938627	150224580	+	285954	6426
LINC00893	chrX	149527594	149539752	-	12159	885
LINC00892	chrX	136639538	136642426	+	2889	0
LINC00891	chrX	71697195	71706455	+	9261	0
LINC00887	chr3	194296190	194322841	-	26652	71
LINC00886	chr3	156747345	156817034	-	69690	345
LINC00885	chr3	196142559	196160893	+	18335	1
LINC00884	chr3	194487145	194521154	+	34010	37
LINC00882	chr3	106630468	107240663	-	610196	822
LINC00881	chr3	157089917	157135557	+	45641	3
LINC00880	chr3	157081666	157123004	-	41339	23
LINC00879	chr3	94937980	95152323	+	214344	3
LINC00877	chr3	72035761	72235508	-	199748	50
LINC00871	chr14	45935743	46501903	+	566161	47
LINC00870	chr3	72151266	72207776	+	56511	203
LINC00868	chr17	76849839	76861836	+	11998	11
LINC00867	chr10	118357011	118398468	+	41458	29
LINC00866	chr10	97828477	97849798	-	21322	2
LINC00865	chr10	89829509	89840861	+	11353	2
LINC00863	chr10	87342735	87357882	+	15148	371
LINC00862	chr1	200342543	200374354	-	31812	98
LINC00861	chr8	125945100	126292788	-	347689	33
LINC00858	chr10	84279979	84294659	+	14681	263
LINC00857	chr10	80207371	80219617	+	12247	45
LINC00853	chr1	47179249	47180339	+	1091	5
LINC00852	chr3	10284418	10285746	+	1329	123
LINC00851	chr20	18379048	18381484	+	2437	0
LINC00850	chrX	149825707	149879799	+	54093	0
LINC00847	chr5	180830947	180839742	+	8796	1
LINC00845	chr10	61016274	61026420	+	10147	3
LINC00844	chr10	58999626	59066395	+	66770	1
LINC00842	chr10	46398361	46453306	+	54946	9
LINC00841	chr10	43909295	43981102	+	71808	3
LINC00840	chr10	43778945	43862005	+	83061	7
LINC00839	chr10	42475479	42495330	+	19852	4017
LINC00838	chr10	33759712	33772656	-	12945	0
LINC00837	chr10	28789187	28796006	-	6820	0
LINC00836	chr10	25651747	25732774	+	81028	1
LINC00824	chr8	128420711	128561126	-	140416	21
LINC00710	chr10	10922044	10952009	-	29966	0
LINC00709	chr10	9275832	9287057	+	11226	0
LINC00708	chr10	8259330	8268342	-	9013	0
LINC00707	chr10	6779569	6842906	+	63338	2
LINC00706	chr10	6774306	6779180	-	4875	0
LINC00705	chr10	4655462	4682722	+	27261	2
LINC00703	chr10	4384245	4410612	+	26368	0
LINC00702	chr10	4201140	4243912	-	42773	1
LINC00701	chr10	2305082	2315075	-	9994	4
LINC00700	chr10	1989075	2014192	-	25118	0
LINC00698	chr3	62950470	63125062	+	174593	10
LINC00692	chr3	25858532	25873748	-	15217	0
LINC00691	chr3	24099973	24103238	-	3266	1
LINC00690	chr3	16524776	16540875	+	16100	0
LINC00689	chr7	159008420	159026238	+	17819	2
LINC00687	chr20	11809988	11878429	-	68442	1
LINC00686	chr20	62695023	62700480	-	5458	1
LINC00685	chrX	320989	321851	+	863	0
LINC00683	chr18	76528869	76638913	+	110045	37
LINC00682	chr4	41872746	41882955	-	10210	5
LINC00681	chr8	12794242	12818291	+	24050	1
LINC00678	chr11	27617625	27634522	-	16898	0
LINC00677	chr14	103120846	103122909	-	2064	9
LINC00676	chr13	109728281	109730007	+	1727	0
LINC00672	chr17	38925167	38929384	+	4218	21
LINC00671	chr17	42874669	42898704	-	24036	3
LINC00670	chr17	12549940	12642854	+	92915	0
LINC00668	chr18	6919495	6929805	-	10311	2
LINC00667	chr18	5238119	5246489	+	8371	112
LINC00665	chr19	36262259	36321324	-	59066	1388
LINC00664	chr19	21483714	21503238	+	19525	5
LINC00663	chr19	19757365	19776393	-	19029	238
LINC00662	chr19	27681071	27793138	-	112068	4791
LINC00661	chr19	16015633	16027460	+	11828	0
LINC00659	chr20	62774120	62776982	-	2863	44
LINC00658	chr20	5432010	5471094	-	39085	3
LINC00656	chr20	23125067	23132631	-	7565	2
LINC00654	chr20	5482735	5526606	-	43872	30
LINC00653	chr20	18794528	18796067	+	1540	156
LINC00652	chr20	18786085	18794574	-	8490	25
LINC00649	chr21	33915549	33969598	+	54050	497
LINC00648	chr14	47764953	47795302	-	30350	309
LINC00645	chr14	27612610	27639636	+	27027	16
LINC00644	chr14	62134148	62139973	-	5826	0
LINC00642	chr14	90455322	90490132	+	34811	1
LINC00641	chr14	21200460	21206900	-	6441	1414
LINC00640	chr14	51333067	51365557	+	32491	88
LINC00639	chr14	38749342	38948239	-	198898	12
LINC00638	chr14	104821200	104823718	+	2519	119
LINC00637	chr14	103847720	103858049	+	10330	69
LINC00636	chr3	107834585	107928541	+	93957	5
LINC00635	chr3	107840228	107878071	-	37844	4
LINC00634	chr22	41952173	41958933	+	6761	210
LINC00632	chrX	140709737	140793215	+	83479	74
LINC00630	chrX	102769186	102867907	+	98722	2802
LINC00629	chrX	134549769	134560399	+	10631	73
LINC00628	chr1	204368430	204369719	-	1290	5
LINC00626	chr1	168784011	168792886	+	8876	36
LINC00624	chr1	147258884	147517875	-	258992	689
LINC00623	chr1	120913305	121009291	+	95987	266
LINC00622	chr1	119597701	119599271	-	1571	4
LINC00621	chr13	22859049	22915775	-	56727	509
LINC00620	chr3	13650732	13746638	+	95907	12
LINC00618	chr14	96931366	96945394	+	14029	572
LINC00616	chr4	138026080	138130769	-	104690	23
LINC00615	chr12	90918022	90948669	+	30648	0
LINC00613	chr4	135867002	135888090	-	21089	5
LINC00612	chr12	9055588	9065070	-	9483	10
LINC00609	chr14	36070426	36165288	+	94863	26
LINC00608	chr2	218976283	218979660	+	3378	0
LINC00607	chr2	215611562	215843536	-	231975	62
LINC00606	chr3	10759483	10764192	-	4710	0
LINC00605	chr14	103187220	103189028	-	1809	0
LINC00604	chr5	40240166	40267657	+	27492	0
LINC00603	chr5	40010911	40053324	+	42414	1
LINC00602	chr6	165987550	165989615	+	2066	0
LINC00601	chr10	126413868	126421879	-	8012	0
LINC00598	chr13	40079105	40273509	-	194405	296
LINC00596	chr14	23922246	23934568	-	12323	19
LINC00595	chr10	78179184	78542627	+	363444	845
LINC00592	chr12	52210919	52223748	+	12830	0
LINC00589	chr8	29673921	29735223	-	61303	8
LINC00588	chr8	57279542	57286968	+	7427	0
LINC00587	chr9	102519635	102657514	+	137880	0
LINC00583	chr9	13927970	13945610	+	17641	0
LINC00582	chr1	231591291	231612090	-	20800	2
LINC00581	chr6	21485895	21521414	-	35520	6
LINC00578	chr3	177441926	177767379	+	325454	24
LINC00575	chr4	82610973	82621610	-	10638	5
LINC00574	chr6	169790056	169802873	+	12818	58
LINC00572	chr13	29918646	29926651	-	8006	0
LINC00571	chr13	38053768	38350259	-	296492	173
LINC00570	chr2	11398872	11403080	+	4209	1
LINC00567	chr13	110809675	110813084	-	3410	0
LINC00566	chr13	24331449	24337121	+	5673	0
LINC00565	chr13	113923051	113928991	-	5941	13
LINC00564	chr13	81225864	81226983	-	1120	3
LINC00563	chr13	46296444	46297844	-	1401	0
LINC00562	chr13	47930152	47932622	-	2471	24
LINC00561	chr13	75932394	75935132	-	2739	0
LINC00560	chr13	88626852	88630397	+	3546	0
LINC00559	chr13	90060246	90119719	-	59474	1
LINC00558	chr13	53838483	53939960	+	101478	0
LINC00557	chr13	94960040	94961319	+	1280	0
LINC00556	chr13	20181530	20181942	+	413	1
LINC00555	chr13	102589371	102589813	-	443	1
LINC00554	chr13	99994898	99997909	-	3012	0
LINC00552	chr13	113748510	113751089	-	2580	7
LINC00551	chr13	106568482	106716679	+	148198	1207
LINC00550	chr13	68861283	68885325	-	24043	2
LINC00547	chr13	37534939	37551536	+	16598	0
LINC00545	chr13	30880911	30883395	+	2485	0
LINC00544	chr13	29935904	29950488	+	14585	2
LINC00543	chr13	27953525	27955370	+	1846	2
LINC00540	chr13	22040971	22275093	+	234123	90
LINC00539	chr13	21303514	21348721	-	45208	19
LINC00538	chr1	213924748	213926654	-	1907	1
LINC00536	chr8	115950510	116325059	-	374550	36
LINC00535	chr8	93346466	93700433	-	353968	237
LINC00534	chr8	90221496	90687863	+	466368	373
LINC00533	chr6	28648285	28649066	-	782	0
LINC00529	chr8	11247625	11267865	-	20241	0
LINC00528	chr22	17777321	17779481	+	2161	2
LINC00526	chr18	5236723	5238598	-	1876	12
LINC00525	chr7	47761475	47766772	+	5298	0
LINC00524	chr14	101405990	101408258	-	2269	0
LINC00523	chr14	100657249	100672775	+	15527	2
LINC00520	chr14	55781136	55796691	-	15556	4
LINC00519	chr14	51304107	51331918	-	27812	6
LINC00518	chr6	10429262	10434957	-	5696	7
LINC00517	chr14	37896059	37902124	-	6066	0
LINC00514	chr16	2988255	3002016	+	13762	11
LINC00513	chr7	130853731	130930680	+	76950	988
LINC00511	chr17	72290090	72592804	-	302715	1320
LINC00508	chr12	127933688	127983854	-	50167	12
LINC00507	chr12	127915401	127951552	+	36152	0
LINC00506	chr3	87089205	87158363	+	69159	1
LINC00504	chr4	14470464	14888169	-	417706	25
LINC00502	chr10	91033156	91062164	+	29009	1
LINC00501	chr3	177294441	177323418	+	28978	1
LINC00500	chr4	138425522	138436869	+	11348	0
LINC00499	chr4	138309774	138663403	+	353630	12
LINC00498	chr4	138298855	138312658	-	13804	3
LINC00494	chr20	48359949	48370629	+	10681	16
LINC00492	chr5	102581367	102617589	+	36223	17
LINC00491	chr5	102604219	102636434	-	32216	2387
LINC00489	chr20	37619297	37623119	-	3823	1
LINC00488	chr3	109178142	109216965	+	38824	0
LINC00487	chr2	6729167	6770311	-	41145	1
LINC00486	chr2	32825442	32926693	+	101252	98
LINC00485	chr12	102809279	102824399	-	15121	0
LINC00484	chr9	91119061	91182762	+	63702	10
LINC00482	chr17	81303770	81309248	-	5479	76
LINC00479	chr21	41711519	41715775	-	4257	27
LINC00477	chr12	24566963	24584168	-	17206	0
LINC00476	chr9	95759230	95875480	-	116251	1335
LINC00474	chr9	115888168	115925207	-	37040	0
LINC00472	chr6	71343426	71420130	-	76705	6420
LINC00471	chr2	231508421	231514366	-	5946	81
LINC00470	chr18	1254382	1407211	-	152830	0
LINC00469	chr17	73750329	73828520	-	78192	5
LINC00467	chr1	211382761	211433679	+	50919	282
LINC00466	chr1	63159089	63317237	-	158149	32
LINC00463	chr13	25172827	25180079	-	7253	0
LINC00462	chr13	48576973	48578088	-	1116	0
LINC00461	chr5	88507545	88684808	-	177264	602
LINC00460	chr13	106376572	106384315	+	7744	0
LINC00459	chr13	62323656	62328833	+	5178	0
LINC00458	chr13	54115782	54132866	-	17085	0
LINC00457	chr13	34523508	34640803	-	117296	7
LINC00456	chr13	97168750	97187578	-	18829	0
LINC00454	chr13	113878488	113883557	-	5070	0
LINC00452	chr13	113888305	113923512	+	35208	5
LINC00449	chr13	99499726	99501052	-	1327	28
LINC00448	chr13	62731723	62796678	-	64956	0
LINC00446	chr13	77997923	78053604	+	55682	8
LINC00445	chr13	35697493	35699938	+	2446	0
LINC00443	chr13	106653915	106672163	+	18249	39
LINC00442	chr13	19008477	19026802	+	18326	0
LINC00440	chr13	89181323	89279198	+	97876	1
LINC00437	chr13	38533342	38545299	-	11958	1
LINC00434	chr13	60214351	60214946	-	596	0
LINC00433	chr13	88540816	88607814	+	66999	1
LINC00430	chr13	86911917	86937108	+	25192	1
LINC00428	chr13	42842413	42842887	-	475	0
LINC00427	chr13	30316359	30319903	-	3545	0
LINC00426	chr13	30340269	30373899	-	33631	4
LINC00424	chr13	21872762	21876688	-	3927	0
LINC00423	chr13	32877430	32911650	-	34221	0
LINC00421	chr13	19345048	19346749	+	1702	0
LINC00415	chr13	26052275	26053385	-	1111	0
LINC00412	chr13	27236281	27250711	-	14431	728
LINC00411	chr13	100938711	100944553	-	5843	0
LINC00410	chr13	90890953	90926597	-	35645	0
LINC00408	chr13	18905463	18935554	+	30092	10
LINC00407	chr13	44651811	44701016	+	49206	6
LINC00404	chr13	112106094	112106882	-	789	0
LINC00402	chr13	74231456	74259976	+	28521	34
LINC00400	chr13	43158630	43159466	+	837	0
LINC00399	chr13	109400695	109401641	+	947	0
LINC00398	chr13	30803205	30810645	+	7441	1
LINC00397	chr13	87801035	87803808	-	2774	0
LINC00396	chr13	110053284	110054952	+	1669	0
LINC00395	chr13	63667681	63738018	-	70338	1
LINC00393	chr13	73536908	73661853	-	124946	56
LINC00392	chr13	73574295	73588070	+	13776	1
LINC00391	chr13	94698724	94708475	-	9752	1
LINC00390	chr13	44096896	44141834	-	44939	8
LINC00388	chr13	18610297	18611675	-	1379	0
LINC00387	chr13	18672826	18676163	+	3338	0
LINC00385	chr13	30153743	30160592	+	6850	0
LINC00384	chr13	30151885	30159621	-	7737	24
LINC00383	chr13	69222323	69322190	+	99868	4
LINC00382	chr13	79872613	79918036	+	45424	7
LINC00381	chr13	74419157	74444735	+	25579	16
LINC00380	chr13	91087253	91089593	-	2341	0
LINC00379	chr13	91127651	91131365	-	3715	0
LINC00378	chr13	60619024	61176758	+	557735	91
LINC00377	chr13	81018175	81044691	+	26517	2
LINC00376	chr13	63183095	63328129	-	145035	5
LINC00375	chr13	85065086	85078920	-	13835	0
LINC00374	chr13	58211696	58233117	-	21422	0
LINC00373	chr13	88142866	88236082	+	93217	0
LINC00370	chr13	109282192	109297690	+	15499	22
LINC00368	chr13	111095837	111103097	+	7261	2
LINC00366	chr13	38567723	38622671	+	54949	1
LINC00365	chr13	30103177	30108868	-	5692	20
LINC00364	chr13	67326176	67379994	+	53819	0
LINC00363	chr13	93032971	93057926	+	24956	3
LINC00362	chr13	23169834	23170597	-	764	0
LINC00358	chr13	61997135	62029572	-	32438	0
LINC00355	chr13	63851196	64076044	-	224849	13
LINC00354	chr13	111893267	111901264	+	7998	6
LINC00353	chr13	89548690	89553804	-	5115	0
LINC00352	chr13	23498795	23502874	+	4080	1
LINC00351	chr13	85363600	85544570	+	180971	3
LINC00350	chr13	19561327	19588238	+	26912	9
LINC00349	chr13	18538879	18551214	+	12336	1
LINC00348	chr13	71015100	71168414	+	153315	4
LINC00347	chr13	74556535	74565445	+	8911	0
LINC00345	chr13	52482803	52489216	-	6414	8
LINC00343	chr13	105707406	105797539	+	90134	3
LINC00342	chr2	95807069	95818459	-	11391	1581
LINC00337	chr1	6234691	6239408	+	4718	36
LINC00336	chr6	33586105	33593338	-	7234	0
LINC00334	chr21	45234339	45264548	+	30210	5
LINC00333	chr13	84562363	84563236	+	874	0
LINC00332	chr13	40172504	40189028	+	16525	1
LINC00331	chr13	78786475	78840050	-	53576	1
LINC00330	chr13	44799502	44809630	-	10129	2
LINC00327	chr13	23466568	23487712	+	21145	39
LINC00326	chr6	132954274	133107011	+	152738	55
LINC00324	chr17	8220641	8224043	-	3403	39
LINC00323	chr21	41141540	41148040	-	6501	3
LINC00322	chr21	43322416	43332039	-	9624	1
LINC00320	chr21	20684692	20803054	-	118363	2
LINC00319	chr21	43446600	43453893	+	7294	0
LINC00317	chr21	21723292	21737319	-	14028	0
LINC00316	chr21	45338589	45341990	-	3402	0
LINC00315	chr21	45300244	45305257	-	5014	0
LINC00314	chr21	28013362	28023233	+	9872	0
LINC00313	chr21	43466727	43478270	-	11544	0
LINC00311	chr16	85282957	85285963	+	3007	76
LINC00310	chr21	34180760	34189914	+	9155	109
LINC00309	chr2	64185077	64205485	-	20409	2
LINC00308	chr21	22098616	22116528	+	17913	0
LINC00307	chr21	30209150	30211783	-	2634	0
LINC00305	chr18	64080006	64149088	-	69083	0
LINC00304	chr16	89159219	89163675	+	4457	60
LINC00303	chr1	204032446	204041265	-	8820	2
LINC00299	chr2	8007770	8324630	-	316861	39
LINC00298	chr2	7923613	8278186	-	354574	28
LINC00297	chr13	29872612	29888405	-	15794	0
LINC00294	chr11	33076148	33079454	+	3307	608
LINC00293	chr8	46822173	46855771	+	33599	0
LINC00290	chr4	181064088	181159149	-	95062	2
LINC00283	chr13	102742989	102745224	+	2236	0
LINC00280	chrY	6360561	6369921	-	9361	0
LINC00279	chrY	8583453	8713825	+	130373	0
LINC00278	chrY	3002886	3200509	+	197624	0
LINC00276	chr2	13710530	14400963	-	690434	36
LINC00273	chr16	34158584	34160036	-	1453	0
LINC00272	chr1	182407620	182414815	+	7196	3
LINC00271	chr6	135497791	135813990	+	316200	158
LINC00269	chrX	69179556	69209924	+	30369	0
LINC00266-4P	chrY	25378299	25394719	-	16421	0
LINC00266-1	chr20	64294940	64313132	+	18193	13
LINC00265	chr7	39733631	39793092	+	59462	961
LINC00261	chr20	22560552	22578642	-	18091	0
LINC00254	chr16	1878284	1884231	-	5948	1
LINC00251	chr8	65161144	65180341	-	19198	1
LINC00244	chr7	156540490	156541103	+	614	0
LINC00243	chr6	30812865	30830659	-	17795	29
LINC00242	chr6	169788789	169798825	-	10037	7
LINC00240	chr6	26994446	27023925	+	29480	83
LINC00239	chr14	101730436	101732522	+	2087	2
LINC00237	chr20	21087603	21106358	-	18756	10
LINC00235	chr16	525154	527407	-	2254	419
LINC00229	chr22	44606938	44625419	-	18482	1
LINC00226	chr14	106287673	106288828	+	1156	0
LINC00222	chr6	108751655	108769942	+	18288	118
LINC00221	chr14	106482438	106521073	+	38636	0
LINC00216	chr14	58288032	58289158	+	1127	1
LINC00211	chr2	37827009	37875863	-	48855	0
LINC00210	chr1	217892899	217920804	+	27906	0
LINC00208	chr8	11576289	11582817	+	6529	0
LINC00207	chr22	44569351	44572341	+	2991	0
LINC00205	chr21	45288049	45297806	+	9758	2507
LINC00200	chr10	1159832	1202982	+	43151	5
LINC00189	chr21	29193479	29288205	+	94727	20
LINC00184	chr1	234629310	234634780	+	5471	2
LINC00174	chr7	66388324	66491616	-	103293	1664
LINC00173	chr12	116533434	116536513	+	3080	133
LINC00167	chr11	130002937	130004356	+	1420	9
LINC00165	chr21	44994361	44995185	-	825	0
LINC00163	chr21	44989863	44994086	-	4224	1
LINC00161	chr21	28539317	28540355	+	1039	0
LINC00160	chr21	34723806	34737204	-	13399	0
LINC00159	chr21	32080315	32197813	-	117499	638
LINC00158	chr21	25385819	25431701	-	45883	280
LINC00115	chr1	826205	827522	-	1318	121
LINC00114	chr21	38739020	38747460	-	8441	0
LINC00113	chr21	27724798	27751233	+	26436	0
LINC00112	chr21	41715806	41717974	+	2169	0
LINC00111	chr21	41679180	41697336	+	18157	0
LINC00106	chrX	1396426	1398958	+	2533	0
LINC00102	chrX	2612987	2615347	-	2361	0
LINC00092	chr9	96023259	96027993	-	4735	0
LINC00052	chr15	87576928	87579866	+	2939	0
LINC00051	chr8	142198355	142209003	+	10649	0
LINC00029	chr20	63034216	63037028	-	2813	0
LINC00028	chr20	31485777	31487574	+	1798	0
LINC-ROR	chr18	57054557	57072119	-	17563	4
LINC-PINT	chr7	130938962	131107923	-	168962	3902
LIN9	chr1	226231156	226309733	-	78578	2764
LIN7C	chr11	27494417	27506769	-	12353	1524
LIN7B	chr19	49114323	49118460	+	4138	521
LIN7A	chr12	80792519	80937925	-	145407	1952
LIN54	chr4	82924602	83010823	-	86222	2599
LIN52	chr14	74084795	74201235	+	116441	3450
LIN37	chr19	35748575	35754519	+	5945	459
LIN28B-AS1	chr6	104864463	104941447	-	76985	16
LIN28B	chr6	104940865	105080479	+	139615	6806
LIN28A	chr1	26410816	26429728	+	18913	0
LIMS4	chr2	110446738	110473041	-	26304	0
LIMS3	chr2	109898728	109924769	+	26042	0
LIMS2	chr2	127638427	127681786	-	43360	103
LIMS1-AS1	chr2	108676794	108678601	-	1808	0
LIMS1	chr2	108534354	108687238	+	152885	6549
LIMK2	chr22	31212297	31280080	+	67784	3162
LIMK1	chr7	74082932	74122525	+	39594	1377
LIME1	chr20	63736663	63739103	+	2441	1325
LIMD2	chr17	63695887	63700125	-	4239	460
LIMD1-AS1	chr3	45676368	45689179	-	12812	96
LIMD1	chr3	45594750	45686341	+	91592	6752
LIMCH1	chr4	41359606	41699003	+	339398	1403
LIMA1	chr12	50175787	50283546	-	107760	2344
LIM2	chr19	51379908	51387974	-	8067	5
LILRB5	chr19	54249430	54257301	-	7872	2
LILRB4	chr19	54662127	54670359	+	8233	0
LILRB3	chr19	54216277	54223506	-	7230	1
LILRB2	chr19	54273821	54281178	-	7358	0
LILRB1-AS1	chr19	54635721	54638892	-	3172	0
LILRB1	chr19	54617157	54637528	+	20372	2
LILRA6	chr19	54238548	54242791	-	4244	0
LILRA5	chr19	54307069	54313166	-	6098	0
LILRA4	chr19	54333184	54339162	-	5979	0
LILRA2	chr19	54573789	54590287	+	16499	0
LILRA1	chr19	54593631	54602381	+	8751	0
LIG4	chr13	108207438	108218368	-	10931	2526
LIG3	chr17	34980511	35009743	+	29233	3298
LIG1	chr19	48115445	48170603	-	55159	5608
LIFR-AS1	chr5	38558829	38671216	+	112388	194
LIFR	chr5	38474962	38595404	-	120443	1916
LIF-AS1	chr22	30239193	30240538	+	1346	0
LIF	chr22	30240452	30246759	-	6308	96
LIAS	chr4	39459055	39479506	+	20452	945
LHX9	chr1	197912504	197935478	+	22975	83
LHX8	chr1	75128433	75161533	+	33101	208
LHX6	chr9	122202578	122228941	-	26364	133
LHX5-AS1	chr12	113472002	113480624	+	8623	0
LHX5	chr12	113462032	113471871	-	9840	1
LHX4	chr1	180230263	180278984	+	48722	911
LHX3	chr9	136196249	136205128	-	8880	60
LHX2	chr9	124011767	124033301	+	21535	263
LHX1-DT	chr17	36861673	36936661	-	74989	1779
LHX1	chr17	36937474	36944612	+	7139	712
LHPP	chr10	124461822	124614141	+	152320	1817
LHFPL6	chr13	39342891	39603193	-	260303	3775
LHFPL5	chr6	35805498	35845397	+	39900	50
LHFPL4	chr3	9498360	9553822	-	55463	7
LHFPL3-AS2	chr7	104894627	104926645	-	32019	11
LHFPL3-AS1	chr7	104738597	104804088	-	65492	6
LHFPL3	chr7	104328788	104907232	+	578445	310
LHFPL2	chr5	78485229	78648772	-	163544	4115
LHFPL1	chrX	112630647	112679938	-	49292	1
LHCGR	chr2	48686773	48755724	-	68952	1
LHB	chr19	49015979	49017091	-	1113	4
LGSN	chr6	63275950	63319983	-	44034	8
LGR6	chr1	202193900	202319781	+	125882	98
LGR5	chr12	71439797	71586310	+	146514	1065
LGR4-AS1	chr11	27471728	27476221	+	4494	21
LGR4	chr11	27365960	27472790	-	106831	4317
LGMN	chr14	92703843	92748679	-	44837	1393
LGI4	chr19	35124512	35135200	-	10689	56
LGI3	chr8	22146829	22156806	-	9978	3
LGI2	chr4	24998846	25030946	-	32101	264
LGI1	chr10	93758027	93806134	+	48108	30
LGALSL-DT	chr2	64395219	64453798	-	58580	167
LGALSL	chr2	64454161	64461381	+	7221	598
LGALS9C	chr17	18476788	18494945	+	18158	1
LGALS9B	chr17	20449394	20467534	-	18141	0
LGALS9	chr17	27629797	27649560	+	19764	206
LGALS8-AS1	chr1	236523051	236524508	-	1458	1
LGALS8	chr1	236518272	236552981	+	34710	53
LGALS7B	chr19	38789199	38791754	+	2556	0
LGALS7	chr19	38770970	38773492	-	2523	0
LGALS4	chr19	38801673	38812945	-	11273	16
LGALS3BP	chr17	78971237	78979918	-	8682	731
LGALS3	chr14	55129251	55145423	+	16173	216
LGALS2	chr22	37570247	37580087	-	9841	3
LGALS16	chr19	39655912	39660647	+	4736	0
LGALS14	chr19	39704480	39709444	+	4965	0
LGALS13	chr19	39602523	39607474	+	4952	0
LGALS12	chr11	63506051	63516774	+	10724	0
LGALS1	chr22	37675635	37679802	+	4168	20
LFNG	chr7	2512528	2528427	+	15900	68
LEXM	chr1	54806062	54842252	+	36191	11
LEUTX	chr19	39776594	39786135	+	9542	0
LETMD1	chr12	51048326	51060424	+	12099	6965
LETM2	chr8	38386475	38409527	+	23053	400
LETM1	chr4	1811478	1856156	-	44679	5323
LERFS	chr9	62856998	62898087	-	41090	181
LEPROTL1	chr8	30095479	30138348	+	42870	1162
LEPROT	chr1	65420667	65436007	+	15341	1762
LEPR	chr1	65420667	65641559	+	220893	5038
LEP	chr7	128241277	128257629	+	16353	0
LEO1	chr15	51938024	51971778	-	33755	1283
LENG9	chr19	54461731	54463778	-	2048	130
LENG8-AS1	chr19	54444812	54449014	-	4203	639
LENG8	chr19	54448886	54462037	+	13152	12315
LENG1	chr19	54155160	54159721	-	4562	71
LENEP	chr1	154993587	154994142	+	556	14
LEMD3	chr12	65169582	65248355	+	78774	5021
LEMD2	chr6	33771212	33789130	-	17919	3312
LEMD1-DT	chr1	205455928	205469024	+	13097	8
LEMD1-AS1	chr1	205373251	205387440	+	14190	6
LEMD1	chr1	205381377	205455954	-	74578	15
LELP1	chr1	153203429	153205120	+	1692	0
LEKR1	chr3	156826306	157046129	+	219824	17
LEFTY2	chr1	225936597	225941383	-	4787	3
LEFTY1	chr1	225886281	225889146	-	2866	22
LEF1-AS1	chr4	108171907	108258037	+	86131	138
LEF1	chr4	108047544	108168956	-	121413	4367
LECT2	chr5	135922278	135954962	-	32685	1
LEAP2	chr5	132873667	132875046	+	1380	50
LDOC1	chrX	141173234	141177129	-	3896	149
LDLRAP1	chr1	25543605	25568886	+	25282	1495
LDLRAD4-AS1	chr18	13419420	13427480	-	8061	0
LDLRAD4	chr18	13218786	13652755	+	433970	2876
LDLRAD3	chr11	35944061	36232136	+	288076	6990
LDLRAD2	chr1	21812264	21825225	+	12962	3
LDLRAD1	chr1	54007297	54018186	-	10890	0
LDLR	chr19	11089462	11133820	+	44359	1720
LDHD	chr16	75111863	75116780	-	4918	31
LDHC	chr11	18412317	18452063	+	39747	281
LDHB	chr12	21635341	21657842	-	22502	7236
LDHAL6B	chr15	59206842	59208588	+	1747	8
LDHAL6A	chr11	18455855	18479601	+	23747	8
